"zern_cost","pshen_cost","jito_cost","kukurudza_cost","yachmin_cost","son_cost","grechka_cost","ris_cost","potato_cost","bur_cost","ovoch_cost","zern_cost.1","X5900","zernobobovi_cost"
6143.75,7084,5104,6233,6154,13846,17750,23630,7440,4700,5434,6143.75,5900,13685
